item40	   2   9   2   5   1   3   3   3   1  24   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item41	   4  30   2  23   3   5   3   2   3  30   1   1   1   1   1   0   0   1   0   0   1   0   0   0   1 
item42	   2  12   2  12   3   3   1   1   3  26   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item43	   2  18   3  62   1   3   3   4   1  44   3   1   2   2   1   0   0   1   0   0   1   0   1   0   1 
item44	   1  30   4  62   2   4   4   4   3  24   3   2   1   1   1   0   1   1   0   1   0   0   0   1   1 
item45	   1  48   4  61   1   5   2   4   4  58   2   2   1   1   1   0   1   1   0   0   0   0   1   0   2 
item46	   4  11   4  14   1   2   2   4   3  35   3   2   1   1   1   1   0   1   0   0   1   0   0   0   1 
item47	   4  36   2  23   3   5   3   4   3  39   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item48	   1   6   2  14   3   1   2   2   2  23   3   1   1   2   1   0   1   1   0   1   0   1   0   0   1 
item49	   4  11   4  72   1   3   3   4   2  39   3   2   1   1   1   1   0   1   0   0   1   0   1   0   1 
item50	   4  12   2  21   2   3   2   2   1  28   3   1   1   1   1   0   0   0   1   0   1   0   0   1   1 
item51	   2  24   3  23   5   2   3   2   2  29   1   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
item52	   2  27   3  60   1   5   3   2   3  30   3   2   1   2   1   0   1   1   0   0   1   0   0   0   1 
item53	   4  12   2  13   1   3   3   2   3  25   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item54	   4  18   2  34   5   3   3   1   2  31   3   1   1   2   1   0   1   1   0   0   1   0   0   1   1 
item55	   2  36   3  22   1   5   3   4   4  57   1   2   1   2   1   1   0   1   0   0   0   0   0   1   2 
item56	   4   6   1   8   5   3   3   2   1  26   2   1   2   1   1   1   0   0   0   0   1   0   1   0   1 
item57	   2  12   2  65   5   1   3   1   4  52   3   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
item58	   4  36   4  96   1   3   2   2   3  31   2   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item59	   3  18   2  20   1   5   2   2   3  23   3   1   1   1   1   1   0   1   0   0   1   0   0   0   1 
item60	   1  36   4  62   1   2   2   4   4  23   3   2   1   2   1   0   0   0   1   1   0   0   1   0   2 
item61	   2   9   2  14   1   3   4   1   1  27   1   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item62	   2  15   4  15   5   5   3   4   1  50   3   2   1   2   1   0   0   0   0   0   1   0   0   1   1 
item63	   2  36   0  20   1   5   3   4   4  61   3   1   1   2   1   0   0   1   0   0   0   0   0   0   2 
item64	   2  48   0 144   1   3   3   2   3  25   3   1   1   2   1   0   0   1   0   0   1   0   0   1   2 
item65	   4  24   2  32   1   2   2   4   2  26   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item66	   4  27   2  52   5   5   3   4   2  48   3   4   2   2   1   0   0   1   0   0   1   0   0   1   1 
item67	   4  12   2  22   1   2   2   2   3  29   1   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item68	   2  12   2  10   4   3   4   1   1  22   3   1   1   1   1   1   0   1   0   0   1   0   0   1   1 
item69	   4  36   2  18   1   3   3   4   4  37   2   1   1   2   1   0   0   1   0   0   0   0   0   1   2 
item70	   4  36   2  24   5   3   2   4   3  25   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item71	   4  36   2  81   1   3   2   2   2  30   1   1   1   1   1   0   1   1   0   0   1   0   0   1   1 
item72	   4   7   4   7   5   5   3   2   2  46   3   2   1   2   1   0   0   1   0   1   0   0   1   0   1 
item73	   1   8   4  12   1   5   3   4   4  51   1   2   2   2   1   0   0   1   0   0   0   0   0   0   1 
item74	   2  42   4  60   1   4   2   1   1  41   1   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
item75	   1  36   2  20   5   5   3   4   4  40   3   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
item76	   1  12   4  15   1   5   3   4   4  66   3   2   1   1   1   0   1   1   0   0   0   0   0   0   1 
item77	   1  42   2  40   1   2   3   3   3  34   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
item78	   2  11   3  48   1   4   3   4   2  51   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item79	   4  54   0  94   5   3   3   2   2  39   3   1   2   1   1   0   1   1   0   0   1   0   1   0   1 
item80	   2  30   2  38   1   2   4   1   2  22   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item81	   4  24   2  59   5   2   2   1   3  44   3   2   1   2   1   0   0   1   0   0   1   0   0   1   2 
item82	   4  15   2  12   3   5   3   3   2  47   2   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item83	   4  18   2  16   2   3   2   4   2  24   3   1   1   1   1   0   0   1   0   1   0   0   1   0   1 
item84	   1  24   2  18   1   5   2   4   1  58   3   1   1   2   1   0   0   0   0   0   1   0   1   0   1 
item85	   1  10   2  23   1   5   3   4   1  52   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
item86	   4  12   4  14   1   3   2   2   1  29   3   2   1   2   1   0   0   0   0   0   1   0   0   0   1 
item87	   2  18   4  13   1   2   2   1   2  27   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item88	   2  36   2 126   2   3   3   4   4  47   3   1   2   2   1   0   0   1   0   0   0   0   0   1   2 
item89	   1  18   2  22   2   4   3   3   3  30   3   1   2   2   1   1   0   1   0   0   1   0   0   0   1 
item90	   1  12   0  11   1   4   3   3   1  28   3   2   1   1   1   0   0   1   0   0   1   0   0   1   2 
item91	   4  12   4   6   1   5   3   4   1  56   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item92	   1  12   4  14   1   5   3   3   1  54   3   1   1   1   1   0   1   1   0   0   1   0   0   1   1 
item93	   4  12   4   8   5   5   2   3   2  33   1   1   2   1   1   0   0   1   0   0   1   0   1   0   2 
item94	   3  24   4  36   5   5   3   4   4  20   3   2   1   1   1   0   0   0   1   1   0   0   0   1   1 
item95	   2  12   2  13   4   5   3   4   1  54   3   1   1   2   1   1   0   1   0   0   1   0   0   1   1 
item96	   2  54   0 159   1   2   3   4   4  58   3   1   1   2   1   0   0   1   0   1   0   0   0   1   2 
item97	   4  12   4  20   5   4   2   2   3  61   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item98	   2  18   2  26   2   3   3   4   3  34   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item99	   2  36   4  23   1   5   3   4   1  36   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item100	   2  20   3  71   5   4   3   4   2  36   1   2   2   2   1   0   1   1   0   1   0   0   0   0   1 
item101	   4  24   2  15   2   5   4   4   1  41   3   1   1   1   1   1   0   1   0   1   0   0   1   0   1 
item102	   2  36   2  23   1   4   3   4   3  24   3   1   1   1   1   0   0   1   0   1   0   0   0   1   1 
item103	   4   6   3   9   1   3   2   2   1  24   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item104	   2   9   4  19   1   4   3   3   3  35   3   1   1   2   1   0   0   1   0   1   0   0   0   1   1 
item105	   4  12   2  24   5   2   4   4   3  26   3   1   1   2   1   0   1   1   0   1   0   0   0   1   1 
item106	   2  24   4 119   1   3   3   3   3  39   3   2   2   2   1   0   0   0   1   0   1   0   0   0   2 
item107	   4  18   1  65   1   5   3   4   4  39   1   2   2   2   1   1   0   1   0   0   1   0   0   0   2 
item108	   2  12   2  61   1   4   3   2   3  32   3   1   1   1   1   1   0   1   0   0   1   0   0   1   1 
item109	   1  24   2  77   5   2   2   2   2  30   3   1   1   2   2   0   0   1   0   0   1   0   0   1   1 
item110	   2  14   2  14   3   5   4   2   1  35   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item111	   2   6   3  14   2   5   1   2   3  31   1   2   2   1   1   0   0   1   0   0   1   0   0   1   1 
item112	   3  15   2   4   1   2   2   4   2  23   3   1   1   2   1   0   0   1   0   1   0   0   0   1   1 
item113	   2  18   2  63   1   4   3   3   1  28   3   1   1   1   1   1   0   1   0   1   0   0   1   0   1 
item114	   4  36   4  79   1   3   2   2   1  25   2   2   1   2   1   1   0   1   0   0   1   0   0   1   2 
item115	   1  12   2  17   3   5   4   1   1  35   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item116	   4  48   4  36   5   5   3   1   1  47   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item117	   1  42   2  72   5   4   2   3   3  30   3   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
item118	   1  10   4  21   5   2   2   3   1  27   3   2   1   1   2   0   0   0   1   1   0   0   0   1   1 
item119	   1  33   4  43   3   3   2   4   3  23   3   2   1   1   1   0   0   1   0   0   1   0   0   1   2 
item120	   2  12   4  24   3   4   1   3   3  36   3   1   1   2   1   1   0   1   0   0   1   0   0   0   1 
item121	   1  21   2  18   1   3   2   2   1  25   3   2   1   2   1   0   0   1   0   0   1   0   0   1   2 
item122	   4  24   4  39   1   5   2   2   3  41   3   2   1   2   1   0   1   1   0   1   0   0   0   0   1 
item123	   4  12   2  18   1   3   3   2   1  24   3   1   1   1   1   0   0   1   0   1   0   0   1   0   1 
item124	   3  10   4   8   1   5   3   4   4  63   3   2   1   2   1   1   0   1   0   0   0   0   0   1   1 
item125	   2  18   2  19   5   2   2   3   1  27   3   1   1   1   1   0   0   1   0   1   0   0   0   1   2 
item126	   1  12   4  21   1   3   3   2   2  30   3   2   1   1   1   1   0   1   0   0   1   0   0   1   1 
item127	   1  12   2   7   1   3   4   2   1  40   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
item128	   2  12   2   6   1   3   3   2   3  30   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
item129	   2  12   4  19   1   1   3   2   3  34   3   2   1   2   1   0   1   1   0   0   1   0   0   0   1 
item130	   1  12   4  35   1   3   2   2   1  29   3   2   1   1   1   1   0   0   1   0   1   0   0   1   2 
item131	   2  48   2  85   5   4   2   2   3  24   3   1   1   1   1   1   0   1   0   0   1   0   0   1   1 
item132	   1  36   3  69   1   3   3   3   2  29   2   1   1   2   1   0   0   1   0   0   1   0   0   1   2 
item133	   4  15   2  27   1   2   3   3   2  27   1   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
item134	   4  18   2  20   1   3   3   4   4  47   1   2   1   1   1   0   0   1   0   0   0   0   0   1   1 
item135	   4  60   2 101   2   4   2   4   1  21   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item136	   4  12   4  12   5   5   2   2   1  38   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
item137	   4  27   3  86   4   3   3   2   3  27   3   2   1   1   1   0   1   1   0   0   1   0   0   1   1 
item138	   2  12   2   8   3   3   3   3   1  66   3   1   1   1   1   0   0   1   0   0   1   0   1   0   2 
item139	   2  15   4  27   5   4   3   2   1  35   1   3   1   2   1   0   0   0   0   0   1   0   0   1   1 
item140	   3  12   2  19   1   3   2   2   3  44   3   1   1   2   1   0   0   1   0   1   0   0   1   0   1 
item141	   3   6   2   7   4   2   4   2   1  27   3   1   1   1   2   1   0   1   0   0   1   1   0   0   1 
item142	   2  36   2  48   1   2   2   1   4  30   3   1   1   2   1   0   0   1   0   0   1   0   0   0   1 
item143	   1  27   2  34   1   3   3   2   3  27   3   1   1   1   1   0   0   1   0   0   1   0   0   0   1 
item144	   1  18   2  25   1   3   3   2   3  22   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
item145	   4  21   4  23   1   2   2   4   2  23   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item146	   2  48   1  36   2   4   3   2   3  30   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item147	   1   6   4   9   1   5   2   4   4  39   3   2   1   2   1   1   0   1   0   0   1   0   0   1   1 
item148	   4  12   4   7   2   4   2   3   3  51   3   2   1   2   1   1   0   1   0   0   1   0   0   1   1 
item149	   1  36   4  54   1   3   3   2   2  28   3   2   1   1   1   0   0   0   0   0   1   0   0   1   1 
item150	   4  18   4  16   4   5   3   4   3  46   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item151	   4   6   2  13   2   5   3   4   4  42   1   1   2   2   1   0   0   1   0   0   0   0   0   1   1 
item152	   4  10   2  19   1   3   3   4   2  38   3   1   1   2   2   0   0   1   0   0   1   0   0   1   1 
item153	   3  36   2  58   1   3   3   1   3  24   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item154	   2  24   4  78   4   5   2   4   4  29   3   1   1   1   1   0   1   1   0   1   0   0   0   1   1 
item155	   2  24   3  70   2   4   3   4   3  36   3   1   1   2   1   0   0   1   0   1   0   0   0   0   1 
item156	   1  12   2  13   1   3   2   4   3  20   3   1   1   1   1   0   0   1   0   1   0   0   0   1   2 
item157	   1   9   4  13   2   5   3   4   1  48   3   2   2   1   2   0   0   0   0   0   1   0   0   1   1 
item158	   1  12   1   3   1   5   4   1   3  45   1   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
item159	   2  24   2  35   2   4   3   3   3  38   1   2   1   2   1   1   0   1   0   0   1   0   0   1   1 
item160	   4   6   4  19   5   3   3   2   1  34   3   2   2   1   1   0   0   1   0   0   1   0   1   0   1 
item161	   4  24   4  29   2   5   3   4   1  36   3   1   2   2   1   0   0   1   0   0   1   0   0   1   1 
item162	   4  18   4  11   1   2   2   1   2  30   3   2   1   1   1   1   0   1   0   0   1   0   0   1   1 
item163	   4  15   2  13   3   4   3   3   2  36   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
item164	   2  10   2  73   1   1   3   4   4  70   1   1   1   2   1   1   0   1   0   0   0   0   0   0   1 
item165	   4  36   2   9   3   5   3   4   2  36   3   1   1   1   1   1   0   1   0   0   1   0   0   1   1 
item166	   4   6   2  30   3   3   3   2   3  32   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item167	   1  18   2  11   1   1   2   2   3  33   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
item168	   2  11   2  16   4   2   2   1   1  20   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item169	   4  24   2  40   1   4   2   4   2  25   3   1   1   2   1   0   0   1   0   1   0   0   0   1   1 
item170	   2  24   4  19   1   5   1   4   1  31   3   2   1   2   1   0   0   1   0   0   1   0   0   1   2 
item171	   1  15   0  10   1   5   3   3   3  33   3   2   2   1   1   1   0   1   0   1   0   0   0   1   2 
item172	   4  12   2   8   1   3   2   1   1  26   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item173	   2  24   3  21   1   1   2   2   2  34   3   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
item174	   2   8   2  14   1   3   3   2   1  33   3   1   1   1   2   0   0   0   0   0   1   0   0   1   1 
item175	   1  21   3  34   1   2   3   1   2  26   3   2   1   1   1   0   0   1   0   0   1   0   0   1   2 
item176	   4  30   1  75   5   1   2   1   1  53   1   1   1   2   1   0   1   1   0   0   1   0   0   0   2 
item177	   1  12   2  26   1   3   1   1   3  42   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item178	   1   6   4   3   3   5   3   4   3  52   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item179	   4  12   2  20   1   4   3   2   3  31   3   2   2   2   1   0   0   1   0   1   0   0   0   0   1 
item180	   1  21   4   6   1   5   3   4   1  65   3   2   1   1   1   1   0   1   0   0   1   0   0   1   1 
item181	   4  36   3  96   1   2   1   1   3  28   3   2   1   1   1   0   0   1   0   0   1   0   0   1   2 
item182	   2  36   3  45   1   3   1   2   1  30   2   2   1   2   1   0   0   1   0   0   1   0   0   0   2 
item183	   1  21   1  16   5   3   3   2   2  40   3   2   2   1   1   1   0   1   0   0   1   0   1   0   2 
item184	   4  24   4  38   4   3   3   4   1  50   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item185	   2  18   4   9   1   5   3   4   3  36   1   1   2   2   1   1   0   1   0   0   1   0   0   1   2 
item186	   4  15   4  14   1   3   3   2   2  31   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item187	   2   9   1  51   1   5   2   4   4  74   1   1   2   2   1   0   1   1   0   0   0   0   0   0   2 
item188	   2  16   4  12   1   1   3   3   3  68   3   3   1   2   1   1   0   1   0   0   0   1   0   0   1 
item189	   1  12   2   7   2   4   4   1   2  20   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
item190	   2  18   0  32   1   3   2   4   3  33   1   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
item191	   4  24   2  46   4   3   3   3   2  54   3   3   1   2   1   0   0   1   0   0   1   0   0   0   2 
item192	   2  48   0  38   2   4   3   4   4  34   3   1   2   1   1   0   0   1   0   0   0   0   1   0   2 
item193	   2  27   2  39   1   3   3   2   3  36   3   1   2   2   1   0   0   1   0   0   1   0   0   1   2 
item194	   4   6   2  21   1   4   4   2   1  29   3   1   1   1   1   0   0   1   0   1   0   0   0   1   1 
item195	   2  45   2  30   2   3   3   4   2  21   3   1   1   1   1   0   0   0   0   1   0   0   0   1   2 
item196	   2   9   4  15   1   5   2   3   3  34   3   2   1   2   1   0   0   1   0   0   1   0   0   0   2 
item197	   4   6   4  14   1   3   2   1   3  28   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
item198	   2  12   2  10   2   2   2   4   3  27   1   4   1   1   1   0   0   1   0   1   0   0   0   1   2 
item199	   2  24   2  28   5   5   3   4   4  36   1   1   1   2   1   0   1   1   0   0   0   0   0   1   1 
item200	   2  18   3  43   1   5   1   3   4  40   3   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
item201	   4   9   4   9   3   5   3   2   3  52   3   2   1   2   1   0   0   1   0   0   1   0   0   1   1 
item202	   1  12   2  12   1   3   4   3   1  27   3   1   1   1   1   1   0   1   0   0   1   0   1   0   1 
item203	   4  27   3  51   1   4   3   4   3  26   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item204	   1  12   2   9   1   4   4   4   2  21   3   1   1   1   1   0   0   1   0   1   0   0   0   1   2 
item205	   4  12   4  15   1   5   3   1   1  38   3   2   2   1   1   1   0   1   0   0   1   0   1   0   1 
item206	   1  30   4 106   1   5   3   4   4  38   3   3   2   2   1   0   1   1   0   0   0   0   0   0   1 
item207	   4  12   4  19   1   5   3   4   1  43   3   3   1   2   1   0   0   1   0   0   1   0   0   1   1 
item208	   2  12   4  14   1   4   3   3   2  26   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item209	   1  24   2  66   1   3   4   2   3  21   2   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
item210	   4  12   2  14   4   4   3   2   2  55   3   1   1   1   2   0   1   1   0   0   1   0   0   1   1 
item211	   4   9   4  31   5   3   3   2   1  33   3   2   2   1   1   0   0   1   0   0   1   0   0   1   1 
item212	   4  36   2  38   5   5   2   4   1  45   3   1   1   2   1   0   0   1   0   0   1   0   1   0   1 
item213	   1  27   0  53   1   1   3   4   2  50   2   2   1   2   1   0   0   1   0   0   1   0   0   1   2 
item214	   3  30   3  19   1   5   3   4   1  66   3   1   1   2   1   0   0   1   0   0   1   0   0   0   2 
item215	   4  36   4  33   5   5   3   2   3  51   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item216	   2   6   4   9   5   4   2   3   2  39   3   2   1   1   1   0   0   1   0   0   1   0   1   0   1 
item217	   1  18   0  31   1   4   3   1   2  31   1   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item218	   3  36   2  39   1   3   3   2   1  23   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item219	   1  24   2  30   1   3   1   2   1  24   3   1   1   1   1   0   0   1   0   1   0   0   1   0   1 
item220	   4  10   2  14   1   3   2   4   3  64   3   1   1   2   1   1   0   1   0   0   1   0   0   1   1 
item221	   2  12   2   6   1   2   4   1   1  26   1   1   1   1   1   0   0   0   0   0   1   0   1   0   1 
item222	   1  12   2  12   5   3   2   4   2  23   1   1   1   2   1   0   0   1   0   1   0   0   0   1   1 
item223	   4  12   2   7   1   3   3   2   1  30   1   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item224	   4  24   3  30   5   3   3   4   1  32   3   2   2   2   1   0   0   1   0   0   1   0   0   1   1 
item225	   4  15   2  47   1   3   3   2   3  30   3   1   1   2   1   0   1   1   0   0   1   0   0   1   1 
item226	   4  36   0  26   1   3   3   2   3  27   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item227	   2  48   2 110   4   4   3   2   4  27   1   2   1   2   1   0   0   0   1   0   1   0   0   1   2 
item228	   1  12   2  79   1   5   3   4   4  53   3   1   1   2   1   0   0   1   0   0   0   0   0   0   2 
item229	   4   9   2  15   1   4   3   2   3  22   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
item230	   1  24   2  31   1   2   3   1   4  22   1   1   1   1   1   0   0   1   0   0   0   0   0   1   1 
item231	   3  36   2  42   1   3   3   2   3  26   3   1   1   1   1   0   0   1   0   0   1   0   0   1   2 
item232	   4   9   2  25   3   5   3   4   4  51   3   1   1   1   1   1   0   1   0   0   0   0   1   0   1 
item233	   4  12   2  21   2   4   3   1   4  35   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item234	   2  18   2   9   1   3   4   2   1  25   3   1   1   1   1   0   0   0   0   0   1   0   1   0   1 
item235	   4   4   4  15   1   4   3   1   1  42   3   3   2   1   1   0   0   1   0   0   1   0   1   0   1 
item236	   1  24   2  18   1   1   3   2   3  30   2   1   2   1   1   0   0   1   0   0   1   0   0   0   2 
item237	   2   6   2 146   5   1   3   2   2  23   3   1   1   2   1   1   0   1   0   0   1   1   0   0   2 
item238	   2  21   2  28   2   5   1   2   3  61   1   2   1   1   1   0   0   1   0   1   0   0   1   0   2 
item239	   4  12   4  13   1   3   2   2   2  35   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item240	   1  30   2  25   1   5   3   3   2  39   3   1   2   1   1   0   0   0   0   0   1   0   0   1   1 
item241	   1  24   2   9   5   5   2   2   3  29   1   1   1   1   1   1   0   1   0   0   1   0   0   1   2 
item242	   4   6   2  16   1   4   3   2   2  51   3   1   2   1   1   0   0   1   0   0   1   0   0   1   1 
item243	   1  48   0  46   1   5   3   4   4  24   3   2   2   1   1   0   1   1   0   0   0   0   0   1   2 
item244	   4  12   4  12   1   3   2   2   1  27   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
item245	   4  12   1  34   3   3   2   3   1  35   3   1   2   1   1   0   0   1   0   0   1   0   1   0   1 
item246	   4  24   2  13   1   4   3   1   1  25   3   1   1   2   1   0   0   1   0   0   1   0   0   1   1 
item247	   4  12   4   7   1   5   3   4   1  52   3   3   1   1   1   0   0   1   0   0   1   0   0   1   1 
item248	   4   6   0  12   2   3   3   1   4  35   1   1   1   1   2   1   0   1   0   1   0   0   0   1   1 
item249	   3  24   2  19   1   3   3   2   1  26   3   1   1   1   1   0   0   1   0   0   1   0   0   1   1 
item250	   4  18   2   4   1   1   2   4   1  22   3   1   1   1   1   0   0   0   1   1   0   0   0   1   2 
item251	   1   6   4   7   4   4   2   4   1  39   3   2   1   2   1   1   0   1   0   0   1   0   1   0   1 
item252	   3  12   2  23   1   3   2   2   3  46   3   1   1   1   1   0   0   1   0   0   1   0   1   0   1 
item253	   2  30   2  22   1   3   2   2   4  24   1   1   1   1   1   1   0   0   0   0   1   0   0   1   2 
item254	   4  24   3  42   2   3   3   3   2  35   3   2   1   1   1   0   0   1   0   0   1   0   0   1   1 
